issue_num,datetime,body,login,mention_login
298,2015-05-22 03:57:16,"@zeitiger rebase master on your current branch.


",appleboy,zeitiger
298,2015-06-03 11:55:26,"@zeitiger Thanks for picking this up! Though you can just make the edit to this PR, in fact.
",arthurvr,zeitiger
295,2015-05-14 19:17:19,":+1:, Thanks @syymza!
",richgilbank,syymza
291,2015-04-27 01:04:21,"@CheungJ Thanks.
",appleboy,CheungJ
290,2015-05-05 01:37:37,"@populationtwo  can you rebase? We've made some merges and they've unfortunately made this out-of-date.
",darcyclarke,populationtwo
290,2015-05-14 12:15:18,"ping @populationtwo
",arthurvr,populationtwo
290,2015-06-01 18:37:23,"@populationtwo ping ;)
",arthurvr,populationtwo
290,2015-06-08 14:20:21,"@populationtwo I'm going to close this for now as there haven't been any updates here in a while. Feel free to reopen if you get a chance to rebase.
",richgilbank,populationtwo
290,2015-07-27 18:15:27,"@arthurvr @darcyclarke @richgilbank 
I'm sorry for the delayed response. I just read the notification today.

Thanks
",populationtwo,richgilbank
290,2015-07-27 18:15:27,"@arthurvr @darcyclarke @richgilbank 
I'm sorry for the delayed response. I just read the notification today.

Thanks
",populationtwo,darcyclarke
290,2015-07-27 18:15:27,"@arthurvr @darcyclarke @richgilbank 
I'm sorry for the delayed response. I just read the notification today.

Thanks
",populationtwo,arthurvr
289,2015-04-18 04:11:08,"@mathieuhays Thanks.
",appleboy,mathieuhays
288,2015-05-05 01:37:07,"@MihaylovNikitos can you rebase? We've made some merges and they've unfortunately made this out-of-date.
",darcyclarke,MihaylovNikitos
288,2015-05-22 14:15:17,"@MihaylovNikitos Also, can you clarify _where_ you're asking what those values are? i.e. At the end of (inside) the `change` function, vs the end of the snippet?
",richgilbank,MihaylovNikitos
288,2015-05-30 07:41:23,"ping @MihaylovNikitos 
",arthurvr,MihaylovNikitos
288,2015-06-08 14:18:26,"@MihaylovNikitos I'm going to close this for now due to the inactivity - feel free to reopen when you get a chance to rebase and answer the above question. 
",richgilbank,MihaylovNikitos
284,2015-06-02 16:28:45,"@darcyclarke @arthurvr Sorry for my late reply. Sure, I will break up these questions and resolve the conflicts.
",MaximKhlobystov,arthurvr
284,2015-07-28 02:31:35,"@darcyclarke Done.
",MaximKhlobystov,darcyclarke
282,2015-04-28 16:02:19,"LGTM. Thanks for this @jacopotarantino!
",richgilbank,jacopotarantino
281,2015-04-07 18:01:17,"@darcyclarke Good point. But I would add, the question what is the purpose of it. Why this is important and what are the benefits of it.
",marcobiedermann,darcyclarke
280,2015-04-07 17:57:07,"@darcyclarke Maybe you could come up with a better question. Sorry a am not a native speaker.
I mean, how to load in content? Use an iframe for this? Load it via ajax? What are the differences? The are the pros and cons of each technique. When to use what? Which one is better for SEO?
Something like that.
",marcobiedermann,darcyclarke
277,2015-04-25 09:12:10,"@cch5ng Thanks for letting us know, it's outdated indeed. The team is working on a better system: https://github.com/h5bp/Front-end-Developer-Interview-Questions/issues/269.

@darcyclarke If you have five minutes, can you update the branch for now?
",arthurvr,cch5ng
276,2015-03-20 00:41:18,"Thanks @tjwudi! 

I'm not entirely sure what the best place is for a question like this, since it encompasses numerous concepts - HTTP chunking could fit into the network section, client-side rendering of XHR-fetched data could fall under JS, and we probably have enough questions already to break out into a new performance-oriented section. 

Thoughts @darcyclarke @arthurvr?
",richgilbank,tjwudi
274,2015-03-11 10:54:12,"> It's a right to left language like Arabic. It will be readable on github anyway, but not looking nice. Any experience with that? 

@omidfi Just wrap everything in the `README.md` file with `<div dir=""rtl"" lang=""fa""> ... </div>`
",alrra,omidfi
273,2015-03-07 18:27:26,"你好 @appleboy 先问问, 没有冒犯之意, 你应该能认识中文吧? ( hi, can you read chinese? if not, skip this comment )
@hawx1993 收集整理前端面试题列, 我认为其中有些条目, 如 iframe 使用场景优劣性, js 深度拷贝等, 可适合 PR. 你能帮忙做一下吗? 或是由 @hawx1993 来做?
",penVC,hawx1993
273,2015-03-07 18:27:26,"你好 @appleboy 先问问, 没有冒犯之意, 你应该能认识中文吧? ( hi, can you read chinese? if not, skip this comment )
@hawx1993 收集整理前端面试题列, 我认为其中有些条目, 如 iframe 使用场景优劣性, js 深度拷贝等, 可适合 PR. 你能帮忙做一下吗? 或是由 @hawx1993 来做?
",penVC,appleboy
273,2015-03-08 02:46:00,"@penJunTan 

如果要增加面試題目，請直接發 PR，大家可以一起討論，是否加入官方的 Readme，這部份就由 @hawx1993 來決定哪些題目適合放入官方 Repo，這邊需要大家審核才可以放入，不是我一個人可以決定的。
",appleboy,hawx1993
272,2015-04-07 18:11:46,"Thanks @mohsen1! We're mulling over some ideas on how to fix this and I think sections codes would definitely help. That said, we also need to be concerned about the potential deletion and reordering of questions. I think some kind of unique id will have to be used to maintain the most accuracy and sanity going forward.
",darcyclarke,mohsen1
271,2015-03-14 20:47:56,"Great, thanks @mmhan! 
And thanks @arthurvr for the ping :smile_cat: 
",richgilbank,mmhan
271,2015-03-14 20:47:56,"Great, thanks @mmhan! 
And thanks @arthurvr for the ping :smile_cat: 
",richgilbank,arthurvr
271,2015-03-14 20:49:23,"> Great, thanks @mmhan! 

Well then why did you closed this PR?
",arthurvr,mmhan
270,2015-03-19 01:35:53,"@phanan I _do_ like the idea of leaving it a bit more open-ended. Mind updating the PR to your latter suggestion? Thanks! 

> What are HTTP actions? List all HTTP actions that you know, and explain them.
",richgilbank,phanan
269,2015-02-26 01:27:29,"@phanan Good points. Translations are tricky right now as they've all been done kind of piecemeal without much thought or organization. It would be good to have a more standardized way of contributing translations going forward as well as creating a build process for generating the markdown file along with any kind of website.

My initial thoughts are to have all the questions moved into a JSON data store and generate both a simple, single-page, website and the markdown file from that. 
",darcyclarke,phanan
269,2015-03-19 21:45:46,"> It's not well known but we do have a Github Page that is just a nicer looking version of the markdown file at http://h5bp.github.io/Front-end-Developer-Interview-Questions/. 

@darcyclarke Added the site to the project's description:

![](https://cloud.githubusercontent.com/assets/1223565/6741604/99e98ab0-ce91-11e4-9762-1820c0d40810.png)
",alrra,darcyclarke
265,2015-02-25 15:12:02,"@phanan Here's my original blog post from _February 9th, 2012_ http://darcyclarke.me/development/front-end-job-interview-questions/ The questions looked a lot different back then...

And yea, that question originates from this document it seems... so you can put a date/timestamp on it going back to _at least_ February 9th, 2012.
",darcyclarke,phanan
257,2015-02-13 03:49:12,"Agree @richgilbank :+1: 
",appleboy,richgilbank
257,2015-02-25 16:27:52,"@TheDerek I'm not sure what you're referring to but your feedback sounds a bit off-topic (unless someone has removed the comment you were replying to).

---

@matachines We won't be including any library-specific content in the future (ie. jQuery, Angular, Polymer, Ember, Backbone, Underscore, Node, Express etc.). Native implementations and general concepts, patterns and architecture questions are different. 

---

@phanan my hope is that we'll always be able to maintain a single file by improving organization/navigation as we grow bigger.

---

@richgilbank I agree. With _30+_ questions, that section does seem a bit `.length`y :wink: Although, the **CSS** section isn't too far behind, so we may need to consider it as well (or _very_ soon). 

**Initial Feedback:**
The terms `language`, `usage` and `implementation` don't sound succinct enough to me. `Usage` and `implementation`, specifically, sound like the same topic/too similar. That said, I may need to see the division, as you have it in mind, to appreciate the different correlations and what will go where. It may make sense to start a Pull Request now with the changes you think work and we can discuss the verbage and categorization more there.

**Alternative Suggestion:**
I had once thought of splitting up all the sections into context-specific sub-categories like: `What`, `Where`, `When`, `Why`, `How` and `Explain`. Most questions fit nicely into these categories already and this approach would help guide phrasing for future additions (ie. someone would know exactly `what` goes `where`). It definitely has the potential to add a lot of sub-categories and spreading out content but it's just a thought. 

I'm definitely open to any other suggestions in terms of sub-categorization. A simple reorg, grouping similar questions/phrasing, might also help with discovery.
",darcyclarke,TheDerek
257,2015-02-25 16:27:52,"@TheDerek I'm not sure what you're referring to but your feedback sounds a bit off-topic (unless someone has removed the comment you were replying to).

---

@matachines We won't be including any library-specific content in the future (ie. jQuery, Angular, Polymer, Ember, Backbone, Underscore, Node, Express etc.). Native implementations and general concepts, patterns and architecture questions are different. 

---

@phanan my hope is that we'll always be able to maintain a single file by improving organization/navigation as we grow bigger.

---

@richgilbank I agree. With _30+_ questions, that section does seem a bit `.length`y :wink: Although, the **CSS** section isn't too far behind, so we may need to consider it as well (or _very_ soon). 

**Initial Feedback:**
The terms `language`, `usage` and `implementation` don't sound succinct enough to me. `Usage` and `implementation`, specifically, sound like the same topic/too similar. That said, I may need to see the division, as you have it in mind, to appreciate the different correlations and what will go where. It may make sense to start a Pull Request now with the changes you think work and we can discuss the verbage and categorization more there.

**Alternative Suggestion:**
I had once thought of splitting up all the sections into context-specific sub-categories like: `What`, `Where`, `When`, `Why`, `How` and `Explain`. Most questions fit nicely into these categories already and this approach would help guide phrasing for future additions (ie. someone would know exactly `what` goes `where`). It definitely has the potential to add a lot of sub-categories and spreading out content but it's just a thought. 

I'm definitely open to any other suggestions in terms of sub-categorization. A simple reorg, grouping similar questions/phrasing, might also help with discovery.
",darcyclarke,richgilbank
257,2015-02-25 16:27:52,"@TheDerek I'm not sure what you're referring to but your feedback sounds a bit off-topic (unless someone has removed the comment you were replying to).

---

@matachines We won't be including any library-specific content in the future (ie. jQuery, Angular, Polymer, Ember, Backbone, Underscore, Node, Express etc.). Native implementations and general concepts, patterns and architecture questions are different. 

---

@phanan my hope is that we'll always be able to maintain a single file by improving organization/navigation as we grow bigger.

---

@richgilbank I agree. With _30+_ questions, that section does seem a bit `.length`y :wink: Although, the **CSS** section isn't too far behind, so we may need to consider it as well (or _very_ soon). 

**Initial Feedback:**
The terms `language`, `usage` and `implementation` don't sound succinct enough to me. `Usage` and `implementation`, specifically, sound like the same topic/too similar. That said, I may need to see the division, as you have it in mind, to appreciate the different correlations and what will go where. It may make sense to start a Pull Request now with the changes you think work and we can discuss the verbage and categorization more there.

**Alternative Suggestion:**
I had once thought of splitting up all the sections into context-specific sub-categories like: `What`, `Where`, `When`, `Why`, `How` and `Explain`. Most questions fit nicely into these categories already and this approach would help guide phrasing for future additions (ie. someone would know exactly `what` goes `where`). It definitely has the potential to add a lot of sub-categories and spreading out content but it's just a thought. 

I'm definitely open to any other suggestions in terms of sub-categorization. A simple reorg, grouping similar questions/phrasing, might also help with discovery.
",darcyclarke,phanan
257,2015-09-20 00:09:30,"@marlun78 I don't believe it's necessary to add ES6 questions. Creativity from the candidate should be expected instead (you can solve problems like the fizzbuzz one with ES6, for example. It's a beautiful solution with ES6 btw, it'd be lovely to see the candidate use it alone).
",diessica,marlun78
254,2015-02-05 14:23:27,"@marcobiedermann :+1: 
",appleboy,marcobiedermann
253,2015-02-05 12:42:06,"Thanks @marcobiedermann 
",richgilbank,marcobiedermann
249,2015-02-04 03:21:37,"I'm all for it, but would like to change `property hacks` into `selector hacks` or just `hacks` following @darcyclarke's suggestion.
",phanan,darcyclarke
244,2015-01-30 09:58:06,"@phanan was correct. The original phrasing that referenced normalize/resets was attributed to an answer.
",darcyclarke,phanan
242,2015-01-31 05:09:43,"+1 for removing jQuery question. The same reason with @phanan 
",appleboy,phanan
242,2015-02-04 16:24:21,"Shouldn't we close this question now that jQuery has been removed? Calling for @darcyclarke and @appleboy.
",phanan,darcyclarke
242,2015-02-04 16:24:21,"Shouldn't we close this question now that jQuery has been removed? Calling for @darcyclarke and @appleboy.
",phanan,appleboy
242,2015-02-17 23:06:44,"Apologize for the delay, I admit I'm playing a bit of `catch` up on this discussion. I'm happy to see we `all` agreed to `reject` library-specific API implementations. I `promise` we'll be better off in the long run for doing that. I'm also `always` glad to see that we're (as a community) not in a `race` to add more questions just for the sake of it; Vetting ideas/topics first and `then` formulating questions around those is the ideal workflow. 

That said, to `resolve` this `pending` issue I'm in favour of `settling` on @richgilbank's proposal. It `fullfills` the primary criteria of an overarching question on _Promises_. 

If no one else has suggestions or editions to that `then` someone should make a PR with Rich's suggestion.
",darcyclarke,richgilbank
242,2015-02-17 23:11:07,"@darcyclarke Awful. Just awful. :stuck_out_tongue_closed_eyes: 
PR added.
",richgilbank,darcyclarke
242,2015-02-19 03:43:27,"Chit-chat (I know the issue is closed): I was reading @darcyclarke's comment from Gmail and asking myself ""What the heck with these monospace stuff?"" And then I was like ""Whoa... Just... Whoa...""
",phanan,darcyclarke
242,2015-02-19 04:33:20,"How can I stop getting emails from all of u

On February 18, 2015, at 7:44 PM, Phan An notifications@github.com wrote:

Chit-chat (I know the issue is closed): I was reading @darcyclarke's comment from Gmail and asking myself ""What the heck with these monospace stuff?"" And then I was like ""Whoa... Just... Whoa...""

—
Reply to this email directly or view it on GitHub.￼
",masterE,darcyclarke
242,2015-02-19 10:06:38,"@masterE By [unsubscribing](https://help.github.com/articles/unsubscribing-from-conversations/)
",arthurvr,masterE
241,2015-01-29 09:28:03,"@phanan Good question. Waiting for @richgilbank @darcyclarke opinion.
",appleboy,phanan
241,2015-01-29 16:21:35,"@richgilbank While I had `DOMContentLoaded` in mind for this question too, my only concern is it would be too open and easy -- `DOMContentLoaded` is rather self-explanatory. 

What I like about this question, too, is it's more of a tricky one. For example, one could change it into _What is the difference between `window.load` and `window.ready`?_ and see if the interviewee sees the trap there ;)
",phanan,richgilbank
241,2015-01-29 17:52:58,"Works for me. Thanks @phanan
",richgilbank,phanan
240,2015-01-29 09:34:09,"@richgilbank agree.
",appleboy,richgilbank
239,2015-01-29 01:53:14,"@richgilbank :+1: 
",appleboy,richgilbank
233,2015-01-23 16:44:20,"@septyaman thanks.
",appleboy,septyaman
233,2015-01-23 18:25:43,"Amazing, thanks for this @septyaman!
",richgilbank,septyaman
228,2015-01-21 01:58:04,"@kanet77 Thanks.
",appleboy,kanet77
226,2015-01-20 20:41:54,"@normanbrobinson Thanks for submitting this, we've been lacking a11y questions IMO. I've added a few notes/questions, mind clarifying those or cleaning them up? 
",richgilbank,normanbrobinson
226,2015-01-20 21:09:27,"Happy to assist. Apologies whilst I get into a regular review of the
project and try to make project-appropriate changes; there is so much depth
to this topic that is very hard to over simplify without confusing
usability with accessibility.

On Tue, Jan 20, 2015 at 3:42 PM, Rich Gilbank notifications@github.com
wrote:

> @normanbrobinson https://github.com/normanbrobinson Thanks for
> submitting this, we've been lacking a11y questions IMO. I've added a few
> notes/questions, mind clarifying those or cleaning them up?
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/h5bp/Front-end-Developer-Interview-Questions/pull/226#issuecomment-70728912
> .

## 

(703) 942 9569 google voice 24x7
""You have access to the greatest source of knowledge in the universe.""
""Well, I do talk to myself sometimes."" ~ The Invasion of Time (1978)
",normanbrobinson,normanbrobinson
226,2015-01-25 09:01:40,"@normanbrobinson Based on the discussions in-line, I think there's a few revisions that need to be made before we can merge this. It would also be great if you could re-title your pull request to reflect the changes your wishing to make (see [Contributing](https://github.com/h5bp/Front-end-Developer-Interview-Questions/blob/master/CONTRIBUTING.md) for more details).
",darcyclarke,normanbrobinson
226,2015-02-17 23:19:35,"@normanbrobinson This branch is now too far out of date to be merged cleanly. If you could rebase or merge and clean up/fix up this branch, that would be great. I'm going to close this PR for now though but can reopen once those changes are made or you can make a new one if you'd like.
",darcyclarke,normanbrobinson
226,2015-02-18 02:27:16,"Sorry - had two deaths in the family - will (re)do asap

On Tue, Feb 17, 2015 at 6:20 PM, Darcy Clarke notifications@github.com
wrote:

> @normanbrobinson https://github.com/normanbrobinson This branch is now
> too far out of date to be merged cleanly. If you could rebase or merge and
> clean up/fix up this PR that would be great. I'm going to close this PR for
> now though but can reopen once those changes are made or you can make a new
> PR if you'd like.
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/h5bp/Front-end-Developer-Interview-Questions/pull/226#issuecomment-74776993
> .

## 

(703) 942 9569 google voice 24x7
""You have access to the greatest source of knowledge in the universe.""
""Well, I do talk to myself sometimes."" ~ The Invasion of Time (1978)
",normanbrobinson,normanbrobinson
220,2015-01-23 18:39:03,"Thanks for the contribution, but I'm with @andycole on this one. @darcyclarke and I have discussed this a few times and the outcome has typically been that adding questions specific to  MV\* frameworks would rapidly grow beyond the scope of this project (which frameworks are worthwhile?). They also aren't fundamental skills, and different companies will have different tools and workflows, so having a solid understanding of the basics is the only thing we can really expect. 
",richgilbank,andycole
219,2015-01-12 15:56:19,"@andreisebastianc Thanks.
",appleboy,andreisebastianc
218,2015-01-10 14:22:36,"@mttrs Thanks
",appleboy,mttrs
216,2014-12-30 04:59:21,"@yograterol Thanks.
",appleboy,yograterol
215,2015-01-06 07:50:38,"Hey @Techfolio! Thanks for the great tip! That said, the original emphasis of this project was around questions, not answers. It works better as a starting point for people to investigate relevant topics and think critically. If we start to fill in the blanks for folks and define answers then we open up the flood gates and invite criticism over correctness. The few answers that you may or may not have seen should be removed (if there are any left in the document right now).

> As an aside: **""3 Ways To Decrease Page Load""** is actually a great title for a blog post (if you are inclined to write a bit).
",darcyclarke,Techfolio
215,2015-01-07 03:45:02,"Hi @darcyclarke, 
Thank you! After I read over your project a few times, I began to think of it as exactly the way you described.  It's a really useful resource. I appreciate your follow up.
",Techfolio,darcyclarke
214,2014-12-28 15:38:14,"@marcker Nice work. 
",appleboy,marcker
212,2014-12-26 13:13:37,"@tom76kimo :+1: 
",appleboy,tom76kimo
209,2015-01-06 13:12:32,"@isdampe Thanks.
",appleboy,isdampe
208,2015-01-07 00:34:29,"@darcyclarke Yes, if it seems like a worthy question.

@tarzak also for SEO
",amerikan,tarzak
208,2015-01-07 00:34:29,"@darcyclarke Yes, if it seems like a worthy question.

@tarzak also for SEO
",amerikan,darcyclarke
207,2014-12-24 03:08:18,"@ryanmjacobs Thanks.
",appleboy,ryanmjacobs
206,2014-12-29 09:20:10,"@nb If I got your answer, my question would be: what basically `_.curry` function does and could you write a basic implementation of this function?
",cy6erskunk,nb
206,2014-12-29 10:03:22,"@cy6erskunk Good point. 
",appleboy,cy6erskunk
206,2014-12-29 11:13:49,"+1 to the answer of @appleboy boy. It's what I gave, but more readable.
",arthurvr,appleboy
206,2014-12-29 19:33:07,"@cy6erskunk Thanks, that’s a great followup interview question and of course, an applicant should be prepared to know both what currying is and how to implement a rough version. Which is true for any external code we’re using, anyway.
",nb,cy6erskunk
206,2014-12-29 21:36:20,"@arthurvr I believe you're going too deep. `typeof b === 'undefined'` seems to be enough here, question about plus operator seems to be separate issue in JS, this question might be used to trigger discussion.
",cy6erskunk,arthurvr
206,2014-12-30 04:19:32,"agree with @cy6erskunk 
",appleboy,cy6erskunk
204,2015-01-09 06:00:00,"@doertedev You haven't responded in a while, so I'm going to go ahead and close this. Please let me know if/why you feel this should be added. Thanks!
",richgilbank,doertedev
203,2014-12-23 16:36:29,"Indeed. I agree with @richgilbank on this. It's too project/IDE specific. Something like `Give some example files to include in your .gitignore?` maybe?
",arthurvr,richgilbank
203,2015-01-09 06:38:47,"Perhaps try rewording this to something more general about setting up a project as @arthurvr and @richgilbank have noted.
",darcyclarke,richgilbank
203,2015-01-09 06:38:47,"Perhaps try rewording this to something more general about setting up a project as @arthurvr and @richgilbank have noted.
",darcyclarke,arthurvr
197,2014-12-23 16:26:42,"Agree with @richgilbank, it's **front-end** interview questions.
",arthurvr,richgilbank
196,2015-01-09 05:51:32,"Hey @doertedev, if you can fix the type, rebase and then squash your commits, we'll try and merge this question in.
",darcyclarke,doertedev
196,2015-01-29 20:41:50,"@doertedev Seems like you screwed thing up with this PR. Can you take a look?
",arthurvr,doertedev
192,2014-12-23 01:37:50,"@crissdev Thanks.
",appleboy,crissdev
191,2014-12-22 11:11:31,"@pborreli Thanks.
",appleboy,pborreli
190,2014-12-19 01:53:06,"@ginna-baker Nice works. Thanks.
",appleboy,ginna-baker
189,2014-12-18 08:36:27,"@minamarkham Thanks :+1: 
",appleboy,minamarkham
188,2014-12-11 23:54:40,"@dok thanks for the PR, but I feel it's pretty similar to the question immediately above it (""Do your best to describe the process from the time you type in a website's URL to it finishing loading on your screen""). Any chance you could try rewording that one to include navigating to a page _and_ straight-up loading (i.e. accounting for the Referrer header)?
",richgilbank,dok
188,2015-01-09 05:47:12,"Agree with @richgilbank. I think this is too similar a question.
",darcyclarke,richgilbank
187,2014-12-11 08:01:09,"@raphaelfabeni Thanks.
",appleboy,raphaelfabeni
185,2014-12-09 01:58:54,"@AurelioDeRosa Thanks.
",appleboy,AurelioDeRosa
182,2014-12-07 02:04:39,":+1: Thanks @AurelioDeRosa 
",appleboy,AurelioDeRosa
182,2014-12-07 02:06:20,"You're welcome @appleboy
",AurelioDeRosa,appleboy
176,2014-10-07 15:58:45,"Thanks for the PR @dz1984 
And for the review @appleboy!
",richgilbank,dz1984
176,2014-10-07 15:58:45,"Thanks for the PR @dz1984 
And for the review @appleboy!
",richgilbank,appleboy
175,2014-10-22 23:22:03,"Thanks @ptomasroos! 
",richgilbank,ptomasroos
174,2014-09-02 13:38:32,"Thanks @kubum!
",richgilbank,kubum
173,2014-08-20 17:54:41,"Thanks @edsoto!
",richgilbank,edsoto
171,2014-08-19 20:03:40,"@rimager Thanks for the PR! Unfortunately though, I think this is pretty much covered with question 4 (`Talk about your preferred development environment. (OS, Editor, Browsers, Tools etc.)`). I'm not really a fan of `IDE` either, given some are simple text editors. 

How would you feel about changing the existing question to something like `What is your preferred development environment (OS, Editor, Browsers, Tools etc.)?`? That would at least make that question match the format of the others.
",richgilbank,rimager
171,2014-08-20 15:35:49,"Thanks @rimager, no need for a new PR - I'm going to accept it from here to keep documentation of the discussion.
",richgilbank,rimager
